x,x_over_pi,native_sin,ref,abs_err
np.float32(102962.79),32774.073668,np.float32(0.34527344),np.float64(0.22937328109766156),1.159002e-01
np.float32(102962.8),32774.076154,np.float32(0.33793092),np.float64(0.23697041114389958),1.009605e-01
np.float32(102962.805),32774.078641,np.float32(0.3305678),np.float64(0.24455307773763194),8.601473e-02
np.float32(102962.81),32774.081128,np.float32(0.32318446),np.float64(0.2521208180719723),7.106364e-02
np.float32(102962.82),32774.083615,np.float32(0.31578144),np.float64(0.25967317025105613),5.610827e-02
np.float32(102962.83),32774.086102,np.float32(0.30835915),np.float64(0.2672096733182328),4.114947e-02
np.float32(102962.836),32774.088588,np.float32(0.300918),np.float64(0.2747298672841996),2.618815e-02
np.float32(102962.84),32774.091075,np.float32(0.2934585),np.float64(0.28223329315507745),1.122520e-02
np.float32(102962.85),32774.093562,np.float32(0.28598112),np.float64(0.2897194929604251),3.738374e-03
np.float32(102962.86),32774.096049,np.float32(0.27848622),np.float64(0.29718800978119186),1.870179e-02
np.float32(102962.87),32774.098536,np.float32(0.27097437),np.float64(0.3046383877776051),3.366402e-02
np.float32(102962.875),32774.101022,np.float32(0.26344594),np.float64(0.3120701722169926),4.862423e-02
np.float32(102962.88),32774.103509,np.float32(0.25590152),np.float64(0.319482909501537),6.358139e-02
np.float32(102962.89),32774.105996,np.float32(0.2483414),np.float64(0.32687614719596114),7.853475e-02
np.float32(102962.9),32774.108483,np.float32(0.24076612),np.float64(0.33424943405514224),9.348331e-02
np.float32(102962.91),32774.110970,np.float32(0.23317616),np.float64(0.3416023200516538),1.084262e-01
np.float32(102962.914),32774.113456,np.float32(0.22557199),np.float64(0.3489343564032328),1.233624e-01
np.float32(102962.92),32774.115943,np.float32(0.21795404),np.float64(0.3562450956001709),1.382911e-01
np.float32(102962.93),32774.118430,np.float32(0.2103228),np.float64(0.36353409143262866),1.532113e-01
np.float32(102962.94),32774.120917,np.float32(0.20267871),np.float64(0.37080089901786917),1.681222e-01
np.float32(102962.945),32774.123404,np.float32(0.19502224),np.float64(0.378045074827412),1.830228e-01
np.float32(102962.95),32774.125890,np.float32(0.18735386),np.float64(0.38526617671410357),1.979123e-01
np.float32(102962.96),32774.128377,np.float32(0.17967406),np.float64(0.3924637639391037),2.127897e-01
np.float32(102962.97),32774.130864,np.float32(0.1719833),np.float64(0.39963739719878594),2.276541e-01
np.float32(102962.98),32774.133351,np.float32(0.16428205),np.float64(0.40678663865155024),2.425046e-01
np.float32(102962.984),32774.135838,np.float32(0.15657075),np.float64(0.413911051944547),2.573403e-01
np.float32(102962.99),32774.138324,np.float32(0.14884992),np.float64(0.4210102022403094),2.721603e-01
np.float32(102963.0),32774.140811,np.float32(0.14111997),np.float64(0.4280836562432937),2.869637e-01
np.float32(102963.01),32774.143298,np.float32(0.13338144),np.float64(0.4351309822263255),3.017495e-01
np.float32(102963.016),32774.145785,np.float32(0.12563476),np.float64(0.44215175005695007),3.165170e-01
np.float32(102963.02),32774.148272,np.float32(0.1178804),np.float64(0.4491455312236854),3.312651e-01
np.float32(102963.03),32774.150758,np.float32(0.11011884),np.float64(0.4561118988621763),3.459931e-01
np.float32(102963.04),32774.153245,np.float32(0.10235057),np.float64(0.46305042778124816),3.606999e-01
np.float32(102963.05),32774.155732,np.float32(0.094576046),np.float64(0.46996069448885824),3.753846e-01
np.float32(102963.055),32774.158219,np.float32(0.08679578),np.float64(0.4768422772179436),3.900465e-01
np.float32(102963.06),32774.160706,np.float32(0.07901018),np.float64(0.48369475595216327),4.046846e-01
np.float32(102963.07),32774.163192,np.float32(0.07121978),np.float64(0.49051771245153447),4.192979e-01
np.float32(102963.08),32774.165679,np.float32(0.06342501),np.float64(0.49731073027795925),4.338857e-01
np.float32(102963.086),32774.168166,np.float32(0.055626407),np.float64(0.504073394820642),4.484470e-01
np.float32(102963.09),32774.170653,np.float32(0.047824375),np.float64(0.5108052933213949),4.629809e-01
np.float32(102963.1),32774.173139,np.float32(0.040019423),np.float64(0.5175060148998313),4.774866e-01
np.float32(102963.11),32774.175626,np.float32(0.03221205),np.float64(0.5241751505784426),4.919631e-01
np.float32(102963.12),32774.178113,np.float32(0.024402697),np.float64(0.530812293307561),5.064096e-01
np.float32(102963.125),32774.180600,np.float32(0.016591867),np.float64(0.5374170379902034),5.208252e-01
np.float32(102963.13),32774.183087,np.float32(0.008780011),np.float64(0.5439889815067965),5.352090e-01
np.float32(102963.14),32774.185573,np.float32(0.0009676336),np.float64(0.5505277227397812),5.495601e-01
np.float32(102963.15),32774.188060,np.float32(0.0),np.float64(0.5570328625980945),5.570329e-01
np.float32(102963.16),32774.190547,np.float32(0.0),np.float64(0.5635040040415281),5.635040e-01
np.float32(102963.164),32774.193034,np.float32(0.0),np.float64(0.5699407521049619),5.699408e-01
np.float32(102963.17),32774.195521,np.float32(0.0),np.float64(0.5763427139224702),5.763427e-01
np.float32(102963.18),32774.198007,np.float32(0.0),np.float64(0.5827094987513006),5.827095e-01
np.float32(102963.19),32774.200494,np.float32(0.0),np.float64(0.5890407179957229),5.890407e-01
np.float32(102963.195),32774.202981,np.float32(0.0),np.float64(0.5953359852307467),5.953360e-01
np.float32(102963.2),32774.205468,np.float32(0.0),np.float64(0.6015949162257068),6.015949e-01
np.float32(102963.21),32774.207955,np.float32(0.0),np.float64(0.6078171289677152),6.078171e-01
np.float32(102963.22),32774.210441,np.float32(0.0),np.float64(0.6140022436849766),6.140022e-01
np.float32(102963.23),32774.212928,np.float32(0.0),np.float64(0.6201498828699678),6.201499e-01
np.float32(102963.234),32774.215415,np.float32(0.0),np.float64(0.626259671302479),6.262597e-01
np.float32(102963.24),32774.217902,np.float32(0.0),np.float64(0.6323312360725153),6.323312e-01
np.float32(102963.25),32774.220389,np.float32(0.0),np.float64(0.6383642066030574),6.383642e-01
np.float32(102963.26),32774.222875,np.float32(0.0),np.float64(0.6443582146726788),6.443582e-01
np.float32(102963.266),32774.225362,np.float32(0.0),np.float64(0.6503128944380215),6.503129e-01
np.float32(102963.27),32774.227849,np.float32(0.0),np.float64(0.6562278824561242),6.562279e-01
np.float32(102963.28),32774.230336,np.float32(0.0),np.float64(0.662102817706605),6.621028e-01
np.float32(102963.29),32774.232823,np.float32(0.0),np.float64(0.6679373416136968),6.679373e-01
np.float32(102963.3),32774.235309,np.float32(0.0),np.float64(0.6737310980681327),6.737311e-01
np.float32(102963.305),32774.237796,np.float32(0.0),np.float64(0.6794837334488807),6.794837e-01
np.float32(102963.31),32774.240283,np.float32(0.0),np.float64(0.6851948966447274),6.851949e-01
np.float32(102963.32),32774.242770,np.float32(0.0),np.float64(0.6908642390757078),6.908642e-01
np.float32(102963.33),32774.245257,np.float32(0.0),np.float64(0.6964914147143807),6.964914e-01
np.float32(102963.336),32774.247743,np.float32(0.0),np.float64(0.7020760801069487),7.020761e-01
np.float32(102963.34),32774.250230,np.float32(0.0),np.float64(0.7076178943942206),7.076179e-01
np.float32(102963.35),32774.252717,np.float32(0.0),np.float64(0.713116519332416),7.131165e-01
np.float32(102963.36),32774.255204,np.float32(0.0),np.float64(0.7185716193138094),7.185716e-01
np.float32(102963.37),32774.257691,np.float32(0.0),np.float64(0.7239828613872148),7.239829e-01
np.float32(102963.375),32774.260177,np.float32(0.0),np.float64(0.7293499152783065),7.293499e-01
np.float32(102963.38),32774.262664,np.float32(0.0),np.float64(0.7346724534097778),7.346725e-01
np.float32(102963.39),32774.265151,np.float32(0.0),np.float64(0.7399501509213346),7.399502e-01
np.float32(102963.4),32774.267638,np.float32(0.0),np.float64(0.745182685689523),7.451827e-01
np.float32(102963.41),32774.270125,np.float32(0.0),np.float64(0.7503697383473902),7.503697e-01
np.float32(102963.414),32774.272611,np.float32(0.0),np.float64(0.755510992303977),7.555110e-01
np.float32(102963.42),32774.275098,np.float32(0.0),np.float64(0.760606133763641),7.606061e-01
np.float32(102963.43),32774.277585,np.float32(0.0),np.float64(0.7656548517452086),7.656549e-01
np.float32(102963.44),32774.280072,np.float32(0.0),np.float64(0.7706568381009566),7.706568e-01
np.float32(102963.445),32774.282559,np.float32(0.0),np.float64(0.7756117875354188),7.756118e-01
np.float32(102963.45),32774.285045,np.float32(0.0),np.float64(0.7805193976240206),7.805194e-01
np.float32(102963.46),32774.287532,np.float32(0.0),np.float64(0.7853793688315369),7.853794e-01
np.float32(102963.47),32774.290019,np.float32(0.0),np.float64(0.7901914045303743),7.901914e-01
np.float32(102963.48),32774.292506,np.float32(0.0),np.float64(0.794955211018676),7.949552e-01
np.float32(102963.484),32774.294992,np.float32(0.0),np.float64(0.7996704975382475),7.996705e-01
np.float32(102963.49),32774.297479,np.float32(0.0),np.float64(0.8043369762923032),8.043370e-01
np.float32(102963.5),32774.299966,np.float32(0.0),np.float64(0.8089543624630317),8.089544e-01
np.float32(102963.51),32774.302453,np.float32(0.0),np.float64(0.8135223742289801),8.135224e-01
np.float32(102963.516),32774.304940,np.float32(0.0),np.float64(0.8180407327822548),8.180407e-01
np.float32(102963.52),32774.307426,np.float32(0.0),np.float64(0.8225091623455378),8.225092e-01
np.float32(102963.53),32774.309913,np.float32(0.0),np.float64(0.82692739018892),8.269274e-01
np.float32(102963.54),32774.312400,np.float32(0.0),np.float64(0.8312951466465462),8.312951e-01
np.float32(102963.55),32774.314887,np.float32(0.0),np.float64(0.8356121651330745),8.356122e-01
np.float32(102963.555),32774.317374,np.float32(0.99988955),np.float64(0.8398781821599469),1.600114e-01
np.float32(102963.56),32774.319860,np.float32(0.9999658),np.float64(0.8440929373514724),1.558728e-01
np.float32(102963.57),32774.322347,np.float32(1.0),np.float64(0.8482561734607174),1.517438e-01
np.float32(102963.58),32774.324834,np.float32(1.0),np.float64(0.8523676363852081),1.476324e-01
np.float32(102963.586),32774.327321,np.float32(0.9998741),np.float64(0.8564270751824387),1.434470e-01
np.float32(102963.59),32774.329808,np.float32(0.9997063),np.float64(0.8604342420851883),1.392721e-01
np.float32(102963.6),32774.332294,np.float32(0.99951714),np.float64(0.8643888925166427),1.351283e-01
np.float32(102963.61),32774.334781,np.float32(0.99925584),np.float64(0.8682907851053228),1.309651e-01
np.float32(102963.62),32774.337268,np.float32(0.99892414),np.float64(0.8721396816998158),1.267845e-01
np.float32(102963.625),32774.339755,np.float32(0.99853134),np.float64(0.8759353473833118),1.225960e-01
np.float32(102963.63),32774.342242,np.float32(0.99807763),np.float64(0.8796775504879408),1.184001e-01
np.float32(102963.64),32774.344728,np.float32(0.99756294),np.float64(0.8833660626089136),1.141969e-01
np.float32(102963.65),32774.347215,np.float32(0.9969874),np.float64(0.8870006586184613),1.099867e-01
np.float32(102963.66),32774.349702,np.float32(0.99635106),np.float64(0.8905811166795772),1.057699e-01
np.float32(102963.664),32774.352189,np.float32(0.9956538),np.float64(0.8941072182595554),1.015466e-01
np.float32(102963.67),32774.354676,np.float32(0.9948959),np.float64(0.8975787481433297),9.731713e-02
np.float32(102963.68),32774.357162,np.float32(0.9940772),np.float64(0.900995494446609),9.308171e-02
np.float32(102963.69),32774.359649,np.float32(0.99319786),np.float64(0.9043572486288095),8.884061e-02
np.float32(102963.695),32774.362136,np.float32(0.9922579),np.float64(0.9076638055057829),8.459409e-02
np.float32(102963.7),32774.364623,np.float32(0.9912573),np.float64(0.9109149632623401),8.034235e-02
np.float32(102963.71),32774.367110,np.float32(0.9901963),np.float64(0.9141105234645689),7.608576e-02
np.float32(102963.72),32774.369596,np.float32(0.98907477),np.float64(0.9172502910719449),7.182448e-02
np.float32(102963.73),32774.372083,np.float32(0.9878929),np.float64(0.9203340744492363),6.755885e-02
np.float32(102963.734),32774.374570,np.float32(0.9866508),np.float64(0.9233616853782003),6.328914e-02
np.float32(102963.74),32774.377057,np.float32(0.98534846),np.float64(0.9263329390690705),5.901552e-02
np.float32(102963.75),32774.379544,np.float32(0.98398596),np.float64(0.9292476541718361),5.473831e-02
np.float32(102963.76),32774.382030,np.float32(0.9825634),np.float64(0.9321056527873103),5.045772e-02
np.float32(102963.766),32774.384517,np.float32(0.98108083),np.float64(0.9349067604779882),4.617407e-02
np.float32(102963.77),32774.387004,np.float32(0.97953844),np.float64(0.9376508062786938),4.188763e-02
np.float32(102963.78),32774.389491,np.float32(0.9779362),np.float64(0.9403376227070147),3.759859e-02
np.float32(102963.79),32774.391978,np.float32(0.9762744),np.float64(0.9429670457735246),3.330733e-02
np.float32(102963.8),32774.394464,np.float32(0.97455287),np.float64(0.9455389149917921),2.901395e-02
np.float32(102963.805),32774.396951,np.float32(0.97277194),np.float64(0.9480530733881758),2.471887e-02
np.float32(102963.81),32774.399438,np.float32(0.9709316),np.float64(0.9505093675114058),2.042222e-02
np.float32(102963.82),32774.401925,np.float32(0.969032),np.float64(0.9529076474419491),1.612434e-02
np.float32(102963.83),32774.404412,np.float32(0.96707326),np.float64(0.9552477668011597),1.182549e-02
np.float32(102963.836),32774.406898,np.float32(0.9650555),np.float64(0.9575295827602135),7.525943e-03
np.float32(102963.84),32774.409385,np.float32(0.96297884),np.float64(0.9597529560488253),3.225884e-03
np.float32(102963.85),32774.411872,np.float32(0.9608434),np.float64(0.9619177509637491),1.074367e-03
np.float32(102963.86),32774.414359,np.float32(0.95864934),np.float64(0.9640238353770612),5.374498e-03
np.float32(102963.87),32774.416845,np.float32(0.9563967),np.float64(0.9660710807442241),9.674382e-03
np.float32(102963.875),32774.419332,np.float32(0.95408577),np.float64(0.9680593621119324),1.397359e-02
np.float32(102963.88),32774.421819,np.float32(0.9517166),np.float64(0.9699885581257397),1.827196e-02
np.float32(102963.89),32774.424306,np.float32(0.94928926),np.float64(0.9718585510374643),2.256929e-02
np.float32(102963.9),32774.426793,np.float32(0.94680405),np.float64(0.9736692267123777),2.686518e-02
np.float32(102963.91),32774.429279,np.float32(0.944261),np.float64(0.9754204746361688),3.115946e-02
np.float32(102963.914),32774.431766,np.float32(0.9416604),np.float64(0.9771121879216907),3.545178e-02
np.float32(102963.92),32774.434253,np.float32(0.9390023),np.float64(0.9787442633154841),3.974199e-02
np.float32(102963.93),32774.436740,np.float32(0.93628687),np.float64(0.9803166012040788),4.402973e-02
np.float32(102963.94),32774.439227,np.float32(0.93351424),np.float64(0.9818291056200743),4.831487e-02
np.float32(102963.945),32774.441713,np.float32(0.9306847),np.float64(0.9832816842479967),5.259700e-02
np.float32(102963.95),32774.444200,np.float32(0.92779833),np.float64(0.9846742484299335),5.687592e-02
np.float32(102963.96),32774.446687,np.float32(0.92485535),np.float64(0.9860067131709443),6.115136e-02
np.float32(102963.97),32774.449174,np.float32(0.9218559),np.float64(0.9872789971442496),6.542307e-02
np.float32(102963.98),32774.451661,np.float32(0.91880023),np.float64(0.9884910226961928),6.969079e-02
np.float32(102963.984),32774.454147,np.float32(0.91568846),np.float64(0.9896427158509814),7.395426e-02
np.float32(102963.99),32774.456634,np.float32(0.91252077),np.float64(0.9907340063152014),7.821324e-02
np.float32(102964.0),32774.459121,np.float32(0.9092974),np.float64(0.9917648274821074),8.246742e-02
np.float32(102964.01),32774.461608,np.float32(0.90601856),np.float64(0.9927351164356883),8.671656e-02
np.float32(102964.016),32774.464095,np.float32(0.9026844),np.float64(0.9936448139545078),9.096042e-02
np.float32(102964.02),32774.466581,np.float32(0.89929515),np.float64(0.9944938645153178),9.519871e-02
np.float32(102964.03),32774.469068,np.float32(0.89585096),np.float64(0.9952822162964484),9.943126e-02
np.float32(102964.04),32774.471555,np.float32(0.89235216),np.float64(0.9960098211809701),1.036577e-01
np.float32(102964.05),32774.474042,np.float32(0.8887989),np.float64(0.9966766347596311),1.078777e-01
np.float32(102964.055),32774.476529,np.float32(0.8851914),np.float64(0.9972826163335672),1.120912e-01
np.float32(102964.06),32774.479015,np.float32(0.88152975),np.float64(0.9978277289167866),1.162980e-01
