x,x_over_pi,native_sin,ref,abs_err
np.float32(102970.53),32776.538082,np.float32(0.57314825),np.float64(0.9928517139674962),4.197035e-01
np.float32(102970.54),32776.540569,np.float32(0.5667289),np.float64(0.9918889678856213),4.251601e-01
np.float32(102970.55),32776.543056,np.float32(0.5602749),np.float64(0.9908656820135312),4.305908e-01
np.float32(102970.555),32776.545543,np.float32(0.5537867),np.float64(0.9897819188073211),4.359952e-01
np.float32(102970.56),32776.548030,np.float32(0.5472647),np.float64(0.9886377444143114),4.413730e-01
np.float32(102970.57),32776.550516,np.float32(0.5407093),np.float64(0.9874332286690096),4.467239e-01
np.float32(102970.58),32776.553003,np.float32(0.534121),np.float64(0.9861684450888486),4.520475e-01
np.float32(102970.586),32776.555490,np.float32(0.5275),np.float64(0.9848434708696991),4.573435e-01
np.float32(102970.59),32776.557977,np.float32(0.5208468),np.float64(0.9834583868811583),4.626116e-01
np.float32(102970.6),32776.560464,np.float32(0.5141618),np.float64(0.9820132776616138),4.678515e-01
np.float32(102970.61),32776.562950,np.float32(0.50744545),np.float64(0.9805082314130842),4.730628e-01
np.float32(102970.62),32776.565437,np.float32(0.50069815),np.float64(0.978943339995835),4.782452e-01
np.float32(102970.625),32776.567924,np.float32(0.49392027),np.float64(0.9773186989227728),4.833984e-01
np.float32(102970.63),32776.570411,np.float32(0.48711225),np.float64(0.9756344073536147),4.885222e-01
np.float32(102970.64),32776.572898,np.float32(0.48027447),np.float64(0.9738905680888371),4.936161e-01
np.float32(102970.65),32776.575384,np.float32(0.47340742),np.float64(0.9720872875634006),4.986799e-01
np.float32(102970.66),32776.577871,np.float32(0.46651143),np.float64(0.9702246758402541),5.037132e-01
np.float32(102970.664),32776.580358,np.float32(0.459587),np.float64(0.9683028466036168),5.087158e-01
np.float32(102970.67),32776.582845,np.float32(0.4526345),np.float64(0.9663219171520399),5.136874e-01
np.float32(102970.68),32776.585332,np.float32(0.4456544),np.float64(0.9642820083912469),5.186276e-01
np.float32(102970.69),32776.587818,np.float32(0.43864706),np.float64(0.9621832448267547),5.235362e-01
np.float32(102970.695),32776.590305,np.float32(0.43161297),np.float64(0.9600257545562737),5.284128e-01
np.float32(102970.7),32776.592792,np.float32(0.42455253),np.float64(0.95780966926189),5.332571e-01
np.float32(102970.71),32776.595279,np.float32(0.4174662),np.float64(0.9555351242020278),5.380689e-01
np.float32(102970.72),32776.597766,np.float32(0.41035438),np.float64(0.953202258203194),5.428479e-01
np.float32(102970.73),32776.600252,np.float32(0.4032175),np.float64(0.9508112136515054),5.475937e-01
np.float32(102970.734),32776.602739,np.float32(0.396056),np.float64(0.9483621364839973),5.523061e-01
np.float32(102970.74),32776.605226,np.float32(0.38887036),np.float64(0.945855176179717),5.569848e-01
np.float32(102970.75),32776.607713,np.float32(0.38166094),np.float64(0.9432904857506004),5.616295e-01
np.float32(102970.76),32776.610200,np.float32(0.37442827),np.float64(0.940668221732132),5.662399e-01
np.float32(102970.766),32776.612686,np.float32(0.36717272),np.float64(0.9379885441737921),5.708158e-01
np.float32(102970.77),32776.615173,np.float32(0.35989478),np.float64(0.9352516166292871),5.753568e-01
np.float32(102970.78),32776.617660,np.float32(0.35259485),np.float64(0.9324576061465679),5.798628e-01
np.float32(102970.79),32776.620147,np.float32(0.34527344),np.float64(0.9296066832576334),5.843332e-01
np.float32(102970.8),32776.622634,np.float32(0.33793092),np.float64(0.9266990219681226),5.887681e-01
np.float32(102970.805),32776.625120,np.float32(0.3305678),np.float64(0.9237347997466938),5.931670e-01
np.float32(102970.81),32776.627607,np.float32(0.32318446),np.float64(0.9207141975141934),5.975297e-01
np.float32(102970.82),32776.630094,np.float32(0.31578144),np.float64(0.9176373996326128),6.018560e-01
np.float32(102970.83),32776.632581,np.float32(0.30835915),np.float64(0.9145045938938363),6.061454e-01
np.float32(102970.836),32776.635068,np.float32(0.300918),np.float64(0.9113159715081792),6.103980e-01
np.float32(102970.84),32776.637554,np.float32(0.2934585),np.float64(0.9080717270927172),6.146132e-01
np.float32(102970.85),32776.640041,np.float32(0.28598112),np.float64(0.9047720586594078),6.187909e-01
np.float32(102970.86),32776.642528,np.float32(0.27848622),np.float64(0.9014171676030052),6.229309e-01
np.float32(102970.87),32776.645015,np.float32(0.27097437),np.float64(0.8980072586887675),6.270329e-01
np.float32(102970.875),32776.647501,np.float32(0.26344594),np.float64(0.8945425400399598),6.310966e-01
np.float32(102970.88),32776.649988,np.float32(0.25590152),np.float64(0.8910232231251505),6.351217e-01
np.float32(102970.89),32776.652475,np.float32(0.2483414),np.float64(0.8874495227453049),6.391081e-01
np.float32(102970.9),32776.654962,np.float32(0.24076612),np.float64(0.8838216570206744),6.430555e-01
np.float32(102970.91),32776.657449,np.float32(0.23317616),np.float64(0.8801398473774844),6.469637e-01
np.float32(102970.914),32776.659935,np.float32(0.22557199),np.float64(0.8764043185344186),6.508323e-01
np.float32(102970.92),32776.662422,np.float32(0.21795404),np.float64(0.8726152984889041),6.546613e-01
np.float32(102970.93),32776.664909,np.float32(0.2103228),np.float64(0.8687730185031951),6.584502e-01
np.float32(102970.94),32776.667396,np.float32(0.20267871),np.float64(0.8648777130902581),6.621990e-01
np.float32(102970.945),32776.669883,np.float32(0.19502224),np.float64(0.8609296199994582),6.659074e-01
np.float32(102970.95),32776.672369,np.float32(0.18735386),np.float64(0.8569289802020487),6.695751e-01
np.float32(102970.96),32776.674856,np.float32(0.17967406),np.float64(0.8528760378764625),6.732020e-01
np.float32(102970.97),32776.677343,np.float32(0.1719833),np.float64(0.8487710403934098),6.767877e-01
np.float32(102970.98),32776.679830,np.float32(0.16428205),np.float64(0.8446142383007788),6.803322e-01
np.float32(102970.984),32776.682317,np.float32(0.15657075),np.float64(0.8404058853083444),6.838351e-01
np.float32(102970.99),32776.684803,np.float32(0.14884992),np.float64(0.8361462382722825),6.872963e-01
np.float32(102971.0),32776.687290,np.float32(0.14111997),np.float64(0.8318355571794933),6.907156e-01
np.float32(102971.01),32776.689777,np.float32(0.13338144),np.float64(0.8274741051317326),6.940927e-01
np.float32(102971.016),32776.692264,np.float32(0.12563476),np.float64(0.8230621483295536),6.974274e-01
np.float32(102971.02),32776.694751,np.float32(0.1178804),np.float64(0.8185999560560594),7.007196e-01
np.float32(102971.03),32776.697237,np.float32(0.11011884),np.float64(0.8140878006604675),7.039690e-01
np.float32(102971.04),32776.699724,np.float32(0.10235057),np.float64(0.8095259575414866),7.071754e-01
np.float32(102971.05),32776.702211,np.float32(0.094576046),np.float64(0.8049147051305081),7.103387e-01
np.float32(102971.055),32776.704698,np.float32(0.08679578),np.float64(0.800254324874612),7.134585e-01
np.float32(102971.06),32776.707185,np.float32(0.07901018),np.float64(0.7955451012193886),7.165349e-01
np.float32(102971.07),32776.709671,np.float32(0.07121978),np.float64(0.7907873215915775),7.195675e-01
np.float32(102971.08),32776.712158,np.float32(0.06342501),np.float64(0.7859812763815248),7.225563e-01
np.float32(102971.086),32776.714645,np.float32(0.055626407),np.float64(0.7811272589254588),7.255009e-01
np.float32(102971.09),32776.717132,np.float32(0.047824375),np.float64(0.7762255654875864),7.284012e-01
np.float32(102971.1),32776.719619,np.float32(0.040019423),np.float64(0.7712764952420108),7.312571e-01
np.float32(102971.11),32776.722105,np.float32(0.03221205),np.float64(0.7662803502544715),7.340683e-01
np.float32(102971.12),32776.724592,np.float32(0.024402697),np.float64(0.7612374354639074),7.368347e-01
np.float32(102971.125),32776.727079,np.float32(0.016591867),np.float64(0.756148058663845),7.395562e-01
np.float32(102971.13),32776.729566,np.float32(0.008780011),np.float64(0.7510125304836128),7.422325e-01
np.float32(102971.14),32776.732053,np.float32(0.0009676336),np.float64(0.7458311643693813),7.448635e-01
np.float32(102971.15),32776.734539,np.float32(0.0),np.float64(0.7406042765650324),7.406043e-01
np.float32(102971.16),32776.737026,np.float32(0.0),np.float64(0.7353321860928573),7.353322e-01
np.float32(102971.164),32776.739513,np.float32(0.0),np.float64(0.730015214734085),7.300152e-01
np.float32(102971.17),32776.742000,np.float32(0.0),np.float64(0.7246536870092427),7.246537e-01
np.float32(102971.18),32776.744487,np.float32(0.0),np.float64(0.7192479301583483),7.192479e-01
np.float32(102971.19),32776.746973,np.float32(0.0),np.float64(0.7137982741209377),7.137983e-01
np.float32(102971.195),32776.749460,np.float32(0.0),np.float64(0.7083050515159267),7.083051e-01
np.float32(102971.2),32776.751947,np.float32(0.0),np.float64(0.7027685976213103),7.027686e-01
np.float32(102971.21),32776.754434,np.float32(0.0),np.float64(0.697189250353698),6.971893e-01
np.float32(102971.22),32776.756921,np.float32(0.0),np.float64(0.6915673502476902),6.915674e-01
np.float32(102971.23),32776.759407,np.float32(0.0),np.float64(0.685903240435093),6.859032e-01
np.float32(102971.234),32776.761894,np.float32(0.0),np.float64(0.6801972666239754),6.801973e-01
np.float32(102971.24),32776.764381,np.float32(0.0),np.float64(0.6744497770775691),6.744498e-01
np.float32(102971.25),32776.766868,np.float32(0.0),np.float64(0.6686611225930125),6.686611e-01
np.float32(102971.26),32776.769354,np.float32(0.0),np.float64(0.6628316564799395),6.628317e-01
np.float32(102971.266),32776.771841,np.float32(0.0),np.float64(0.6569617345389153),6.569617e-01
np.float32(102971.27),32776.774328,np.float32(0.0),np.float64(0.6510517150397206),6.510517e-01
np.float32(102971.28),32776.776815,np.float32(0.0),np.float64(0.6451019586994844),6.451020e-01
np.float32(102971.29),32776.779302,np.float32(0.0),np.float64(0.6391128286606672),6.391128e-01
np.float32(102971.3),32776.781788,np.float32(0.0),np.float64(0.6330846904688978),6.330847e-01
np.float32(102971.305),32776.784275,np.float32(0.0),np.float64(0.627017912050661),6.270179e-01
np.float32(102971.31),32776.786762,np.float32(0.0),np.float64(0.6209128636908423),6.209129e-01
np.float32(102971.32),32776.789249,np.float32(0.0),np.float64(0.6147699180101269),6.147699e-01
np.float32(102971.33),32776.791736,np.float32(0.0),np.float64(0.6085894499422573),6.085894e-01
np.float32(102971.336),32776.794222,np.float32(0.0),np.float64(0.6023718367111489),6.023718e-01
np.float32(102971.34),32776.796709,np.float32(0.0),np.float64(0.5961174578078668),5.961175e-01
np.float32(102971.35),32776.799196,np.float32(0.0),np.float64(0.5898266949674629),5.898267e-01
np.float32(102971.36),32776.801683,np.float32(0.0),np.float64(0.5834999321456771),5.834999e-01
np.float32(102971.37),32776.804170,np.float32(0.0),np.float64(0.5771375554955028),5.771376e-01
np.float32(102971.375),32776.806656,np.float32(0.0),np.float64(0.5707399533436178),5.707400e-01
np.float32(102971.38),32776.809143,np.float32(0.0),np.float64(0.564307516166683),5.643075e-01
np.float32(102971.39),32776.811630,np.float32(0.0),np.float64(0.5578406365675097),5.578406e-01
np.float32(102971.4),32776.814117,np.float32(0.0),np.float64(0.551339709251097),5.513397e-01
np.float32(102971.41),32776.816604,np.float32(0.0),np.float64(0.5448051310005414),5.448051e-01
np.float32(102971.414),32776.819090,np.float32(0.0),np.float64(0.5382373006528188),5.382373e-01
np.float32(102971.42),32776.821577,np.float32(0.0),np.float64(0.5316366190744418),5.316366e-01
np.float32(102971.43),32776.824064,np.float32(0.0),np.float64(0.5250034891369927),5.250035e-01
np.float32(102971.44),32776.826551,np.float32(0.0),np.float64(0.5183383156925346),5.183383e-01
np.float32(102971.445),32776.829038,np.float32(0.0),np.float64(0.5116415055489009),5.116415e-01
np.float32(102971.45),32776.831524,np.float32(0.0),np.float64(0.5049134674448661),5.049135e-01
np.float32(102971.46),32776.834011,np.float32(0.0),np.float64(0.4981546120251986),4.981546e-01
np.float32(102971.47),32776.836498,np.float32(0.0),np.float64(0.4913653518155967),4.913654e-01
np.float32(102971.48),32776.838985,np.float32(0.0),np.float64(0.4845461011975104),4.845461e-01
np.float32(102971.484),32776.841472,np.float32(0.0),np.float64(0.47769727638284987),4.776973e-01
np.float32(102971.49),32776.843958,np.float32(0.0),np.float64(0.47081929538858147),4.708193e-01
np.float32(102971.5),32776.846445,np.float32(0.0),np.float64(0.4639125780112148),4.639126e-01
np.float32(102971.51),32776.848932,np.float32(0.0),np.float64(0.45697754580118005),4.569775e-01
np.float32(102971.516),32776.851419,np.float32(0.0),np.float64(0.45001462203709874),4.500146e-01
np.float32(102971.52),32776.853906,np.float32(0.0),np.float64(0.4430242316999493),4.430242e-01
np.float32(102971.53),32776.856392,np.float32(0.0),np.float64(0.43600680144712806),4.360068e-01
np.float32(102971.54),32776.858879,np.float32(0.0),np.float64(0.42896275958640845),4.289628e-01
np.float32(102971.55),32776.861366,np.float32(0.0),np.float64(0.4218925360497993),4.218925e-01
np.float32(102971.555),32776.863853,np.float32(0.99988955),np.float64(0.4147965623673041),5.850930e-01
np.float32(102971.56),32776.866340,np.float32(0.9999658),np.float64(0.4076752716405824),5.922905e-01
np.float32(102971.57),32776.868826,np.float32(1.0),np.float64(0.4005290985165157),5.994709e-01
np.float32(102971.58),32776.871313,np.float32(1.0),np.float64(0.3933584791606787),6.066415e-01
np.float32(102971.586),32776.873800,np.float32(0.9998741),np.float64(0.3861638512307181),6.137103e-01
np.float32(102971.59),32776.876287,np.float32(0.9997063),np.float64(0.37894565384964035),6.207607e-01
np.float32(102971.6),32776.878774,np.float32(0.99951714),np.float64(0.3717043275790096),6.278128e-01
np.float32(102971.61),32776.881260,np.float32(0.99925584),np.float64(0.36444031439205826),6.348155e-01
np.float32(102971.62),32776.883747,np.float32(0.99892414),np.float64(0.35715405764671115),6.417701e-01
np.float32(102971.625),32776.886234,np.float32(0.99853134),np.float64(0.34984600205852523),6.486853e-01
np.float32(102971.63),32776.888721,np.float32(0.99807763),np.float64(0.3425165936735465),6.555610e-01
np.float32(102971.64),32776.891208,np.float32(0.99756294),np.float64(0.33516627984108555),6.623967e-01
np.float32(102971.65),32776.893694,np.float32(0.9969874),np.float64(0.3277955091864139),6.691919e-01
np.float32(102971.66),32776.896181,np.float32(0.99635106),np.float64(0.32040473158338195),6.759463e-01
np.float32(102971.664),32776.898668,np.float32(0.9956538),np.float64(0.3129943981269611),6.826594e-01
np.float32(102971.67),32776.901155,np.float32(0.9948959),np.float64(0.30556496110571124),6.893309e-01
np.float32(102971.68),32776.903641,np.float32(0.9940772),np.float64(0.2981168739741754),6.959603e-01
np.float32(102971.69),32776.906128,np.float32(0.99319786),np.float64(0.29065059132520327),7.025473e-01
np.float32(102971.695),32776.908615,np.float32(0.9922579),np.float64(0.28316656886220504),7.090913e-01
np.float32(102971.7),32776.911102,np.float32(0.9912573),np.float64(0.2756652633713379),7.155920e-01
np.float32(102971.71),32776.913589,np.float32(0.9901963),np.float64(0.2681471326936257),7.220492e-01
np.float32(102971.72),32776.916075,np.float32(0.98907477),np.float64(0.26061263569701526),7.284621e-01
np.float32(102971.73),32776.918562,np.float32(0.9878929),np.float64(0.253062232248369),7.348307e-01
np.float32(102971.734),32776.921049,np.float32(0.9866508),np.float64(0.24549638318539713),7.411544e-01
np.float32(102971.74),32776.923536,np.float32(0.98534846),np.float64(0.2379155502885307),7.474329e-01
np.float32(102971.75),32776.926023,np.float32(0.98398596),np.float64(0.23032019625273667),7.536658e-01
np.float32(102971.76),32776.928509,np.float32(0.9825634),np.float64(0.22271078465927746),7.598526e-01
np.float32(102971.766),32776.930996,np.float32(0.98108083),np.float64(0.21508777994741643),7.659931e-01
np.float32(102971.77),32776.933483,np.float32(0.97953844),np.float64(0.20745164738607072),7.720868e-01
np.float32(102971.78),32776.935970,np.float32(0.9779362),np.float64(0.19980285304541381),7.781334e-01
np.float32(102971.79),32776.938457,np.float32(0.9762744),np.float64(0.19214186376842893),7.841325e-01
np.float32(102971.8),32776.940943,np.float32(0.97455287),np.float64(0.18446914714241536),7.900837e-01
np.float32(102971.805),32776.943430,np.float32(0.97277194),np.float64(0.17678517147044925),7.959868e-01
np.float32(102971.81),32776.945917,np.float32(0.9709316),np.float64(0.16909040574280101),8.018412e-01
np.float32(102971.82),32776.948404,np.float32(0.969032),np.float64(0.16138531960831035),8.076467e-01
np.float32(102971.83),32776.950891,np.float32(0.96707326),np.float64(0.15367038334572145),8.134029e-01
np.float32(102971.836),32776.953377,np.float32(0.9650555),np.float64(0.1459460678349795),8.191095e-01
np.float32(102971.84),32776.955864,np.float32(0.96297884),np.float64(0.1382128445284907),8.247660e-01
np.float32(102971.85),32776.958351,np.float32(0.9608434),np.float64(0.13047118542234715),8.303722e-01
np.float32(102971.86),32776.960838,np.float32(0.95864934),np.float64(0.12272156302751876),8.359278e-01
np.float32(102971.87),32776.963325,np.float32(0.9563967),np.float64(0.11496445034101344),8.414322e-01
np.float32(102971.875),32776.965811,np.float32(0.95408577),np.float64(0.10720032081700795),8.468854e-01
np.float32(102971.88),32776.968298,np.float32(0.9517166),np.float64(0.09942964833795064),8.522870e-01
np.float32(102971.89),32776.970785,np.float32(0.94928926),np.float64(0.0916529071856381),8.576364e-01
np.float32(102971.9),32776.973272,np.float32(0.94680405),np.float64(0.08387057201226747),8.629335e-01
np.float32(102971.91),32776.975759,np.float32(0.944261),np.float64(0.07608311781146608),8.681779e-01
np.float32(102971.914),32776.978245,np.float32(0.9416604),np.float64(0.06829101988930036),8.733694e-01
np.float32(102971.92),32776.980732,np.float32(0.9390023),np.float64(0.060494753835265494),8.785075e-01
np.float32(102971.93),32776.983219,np.float32(0.93628687),np.float64(0.05269479549325799),8.835921e-01
np.float32(102971.94),32776.985706,np.float32(0.93351424),np.float64(0.044891620932532586),8.886226e-01
np.float32(102971.945),32776.988193,np.float32(0.9306847),np.float64(0.03708570641864541),8.935990e-01
np.float32(102971.95),32776.990679,np.float32(0.92779833),np.float64(0.029277528384385226),8.985208e-01
np.float32(102971.96),32776.993166,np.float32(0.92485535),np.float64(0.02146756340069441),9.033878e-01
np.float32(102971.97),32776.995653,np.float32(0.9218559),np.float64(0.01365628814758152),9.081996e-01
np.float32(102971.98),32776.998140,np.float32(0.91880023),np.float64(0.0058441793850272095),9.129561e-01
np.float32(102971.984),32777.000627,np.float32(0.91568846),np.float64(-0.0019682860761147517),9.176567e-01
np.float32(102971.99),32777.003113,np.float32(0.91252077),np.float64(-0.009780631403219548),9.223014e-01
np.float32(102972.0),32777.005600,np.float32(0.9092974),np.float64(-0.017592379770994725),9.268898e-01
np.float32(102972.01),32777.008087,np.float32(0.90601856),np.float64(-0.025403054390583154),9.314216e-01
np.float32(102972.016),32777.010574,np.float32(0.9026844),np.float64(-0.033212178538663754),9.358966e-01
np.float32(102972.02),32777.013061,np.float32(0.89929515),np.float64(-0.04101927558654824),9.403144e-01
np.float32(102972.03),32777.015547,np.float32(0.89585096),np.float64(-0.04882386902927208),9.446748e-01
np.float32(102972.04),32777.018034,np.float32(0.89235216),np.float64(-0.056625482514677875),9.489776e-01
np.float32(102972.05),32777.020521,np.float32(0.8887989),np.float64(-0.06442363987248949),9.532225e-01
np.float32(102972.055),32777.023008,np.float32(0.8851914),np.float64(-0.07221786514337497),9.574092e-01
np.float32(102972.06),32777.025494,np.float32(0.88152975),np.float64(-0.08000768260799672),9.615374e-01
np.float32(102972.07),32777.027981,np.float32(0.8778144),np.float64(-0.0877926168160469),9.656070e-01
np.float32(102972.08),32777.030468,np.float32(0.87404543),np.float64(-0.09557219261526646),9.696176e-01
np.float32(102972.086),32777.032955,np.float32(0.87022316),np.float64(-0.10334593518044606),9.735691e-01
np.float32(102972.09),32777.035442,np.float32(0.86634773),np.float64(-0.11111337004240684),9.774611e-01
np.float32(102972.1),32777.037928,np.float32(0.8624195),np.float64(-0.1188740231169597),9.812935e-01
np.float32(102972.11),32777.040415,np.float32(0.85843855),np.float64(-0.1266274207338408),9.850660e-01
np.float32(102972.12),32777.042902,np.float32(0.8544052),np.float64(-0.13437308966562214),9.887783e-01
np.float32(102972.125),32777.045389,np.float32(0.85031974),np.float64(-0.14211055715659476),9.924303e-01
np.float32(102972.13),32777.047876,np.float32(0.8461824),np.float64(-0.14983935095162337),9.960218e-01
np.float32(102972.14),32777.050362,np.float32(0.8419934),np.float64(-0.15755899932497042),9.995524e-01
np.float32(102972.15),32777.052849,np.float32(0.837753),np.float64(-0.16526903110908775),1.003022e+00
np.float32(102972.16),32777.055336,np.float32(0.83346146),np.float64(-0.17296897572337416),1.006430e+00
np.float32(102972.164),32777.057823,np.float32(0.8291191),np.float64(-0.18065836320289747),1.009777e+00
np.float32(102972.17),32777.060310,np.float32(0.82472605),np.float64(-0.1883367242270784),1.013063e+00
np.float32(102972.18),32777.062796,np.float32(0.8202827),np.float64(-0.19600359014833585),1.016286e+00
np.float32(102972.19),32777.065283,np.float32(0.8157893),np.float64(-0.2036584930206904),1.019448e+00
np.float32(102972.195),32777.067770,np.float32(0.8112461),np.float64(-0.2113009656283256),1.022547e+00
np.float32(102972.2),32777.070257,np.float32(0.8066534),np.float64(-0.2189305415141042),1.025584e+00
np.float32(102972.21),32777.072744,np.float32(0.80201143),np.float64(-0.22654675500803848),1.028558e+00
np.float32(102972.22),32777.075230,np.float32(0.79732054),np.float64(-0.2341491412557121),1.031470e+00
np.float32(102972.23),32777.077717,np.float32(0.79258096),np.float64(-0.2417372362466527),1.034318e+00
np.float32(102972.234),32777.080204,np.float32(0.78779304),np.float64(-0.2493105768426525),1.037104e+00
np.float32(102972.24),32777.082691,np.float32(0.782957),np.float64(-0.25686870080603597),1.039826e+00
np.float32(102972.25),32777.085178,np.float32(0.7780732),np.float64(-0.26441114682787237),1.042484e+00
np.float32(102972.26),32777.087664,np.float32(0.77314186),np.float64(-0.2719374545561318),1.045079e+00
np.float32(102972.266),32777.090151,np.float32(0.7681634),np.float64(-0.27944716462378244),1.047611e+00
np.float32(102972.27),32777.092638,np.float32(0.763138),np.float64(-0.2869398186768283),1.050078e+00
np.float32(102972.28),32777.095125,np.float32(0.75806606),np.float64(-0.2944149594022845),1.052481e+00
np.float32(102972.29),32777.097612,np.float32(0.75294787),np.float64(-0.3018721305560896),1.054820e+00
np.float32(102972.3),32777.100098,np.float32(0.74778366),np.float64(-0.30931087699095183),1.057095e+00
np.float32(102972.305),32777.102585,np.float32(0.74257386),np.float64(-0.31673074468412965),1.059305e+00
np.float32(102972.31),32777.105072,np.float32(0.7373187),np.float64(-0.32413128076514247),1.061450e+00
np.float32(102972.32),32777.107559,np.float32(0.73201853),np.float64(-0.3315120335434117),1.063531e+00
np.float32(102972.33),32777.110046,np.float32(0.7266737),np.float64(-0.3388725525358295),1.065546e+00
np.float32(102972.336),32777.112532,np.float32(0.72128457),np.float64(-0.3462123884942541),1.067497e+00
np.float32(102972.34),32777.115019,np.float32(0.71585137),np.float64(-0.35353109343292954),1.069382e+00
np.float32(102972.35),32777.117506,np.float32(0.7103745),np.float64(-0.3608282206558283),1.071203e+00
np.float32(102972.36),32777.119993,np.float32(0.70485425),np.float64(-0.3681033247839156),1.072958e+00
np.float32(102972.37),32777.122480,np.float32(0.69929093),np.float64(-0.3753559617823326),1.074647e+00
np.float32(102972.375),32777.124966,np.float32(0.693685),np.float64(-0.3825856889874984),1.076271e+00
np.float32(102972.38),32777.127453,np.float32(0.68803674),np.float64(-0.3897920651341279),1.077829e+00
np.float32(102972.39),32777.129940,np.float32(0.68234646),np.float64(-0.396974650382164),1.079321e+00
np.float32(102972.4),32777.132427,np.float32(0.6766145),np.float64(-0.40413300634362365),1.080748e+00
np.float32(102972.41),32777.134914,np.float32(0.6708413),np.float64(-0.41126669610935446),1.082108e+00
np.float32(102972.414),32777.137400,np.float32(0.66502714),np.float64(-0.4183752842757016),1.083402e+00
np.float32(102972.42),32777.139887,np.float32(0.65917236),np.float64(-0.4254583369710823),1.084631e+00
np.float32(102972.43),32777.142374,np.float32(0.65327734),np.float64(-0.4325154218824675),1.085793e+00
np.float32(102972.44),32777.144861,np.float32(0.6473425),np.float64(-0.43954610828176777),1.086889e+00
np.float32(102972.445),32777.147347,np.float32(0.64136815),np.float64(-0.44654996705212274),1.087918e+00
np.float32(102972.45),32777.149834,np.float32(0.6353546),np.float64(-0.45352657071409236),1.088881e+00
np.float32(102972.46),32777.152321,np.float32(0.6293023),np.float64(-0.4604754934517478),1.089778e+00
np.float32(102972.47),32777.154808,np.float32(0.62321156),np.float64(-0.4673963111386612),1.090608e+00
np.float32(102972.48),32777.157295,np.float32(0.61708283),np.float64(-0.47428860136379225),1.091371e+00
np.float32(102972.484),32777.159781,np.float32(0.61091644),np.float64(-0.4811519434572697),1.092068e+00
np.float32(102972.49),32777.162268,np.float32(0.6047127),np.float64(-0.48798591851606715),1.092699e+00
np.float32(102972.5),32777.164755,np.float32(0.5984721),np.float64(-0.4947901094295707),1.093262e+00
np.float32(102972.51),32777.167242,np.float32(0.592195),np.float64(-0.5015641009050369),1.093759e+00
np.float32(102972.516),32777.169729,np.float32(0.5858817),np.float64(-0.5083074794929408),1.094189e+00
np.float32(102972.52),32777.172215,np.float32(0.5795327),np.float64(-0.5150198336122097),1.094553e+00
np.float32(102972.53),32777.174702,np.float32(0.57314825),np.float64(-0.5217007535753453),1.094849e+00
np.float32(102972.54),32777.177189,np.float32(0.5667289),np.float64(-0.5283498316134274),1.095079e+00
np.float32(102972.55),32777.179676,np.float32(0.5602749),np.float64(-0.5349666619010035),1.095242e+00
np.float32(102972.555),32777.182163,np.float32(0.5537867),np.float64(-0.541550840580857),1.095338e+00
np.float32(102972.56),32777.184649,np.float32(0.5472647),np.float64(-0.5481019657886576),1.095367e+00
np.float32(102972.57),32777.187136,np.float32(0.5407093),np.float64(-0.5546196376774882),1.095329e+00
np.float32(102972.58),32777.189623,np.float32(0.534121),np.float64(-0.5611034584422501),1.095224e+00
np.float32(102972.586),32777.192110,np.float32(0.5275),np.float64(-0.5675530323439426),1.095053e+00
np.float32(102972.59),32777.194597,np.float32(0.5208468),np.float64(-0.5739679657338171),1.094815e+00
np.float32(102972.6),32777.197083,np.float32(0.5141618),np.float64(-0.5803478670774034),1.094510e+00
np.float32(102972.61),32777.199570,np.float32(0.50744545),np.float64(-0.5866923469784066),1.094138e+00
np.float32(102972.62),32777.202057,np.float32(0.50069815),np.float64(-0.5930010182024741),1.093699e+00
np.float32(102972.625),32777.204544,np.float32(0.49392027),np.float64(-0.5992734957008305),1.093194e+00
np.float32(102972.63),32777.207031,np.float32(0.48711225),np.float64(-0.6055093966337791),1.092622e+00
np.float32(102972.64),32777.209517,np.float32(0.48027447),np.float64(-0.6117083403940676),1.091983e+00
np.float32(102972.65),32777.212004,np.float32(0.47340742),np.float64(-0.6178699486301198),1.091277e+00
np.float32(102972.66),32777.214491,np.float32(0.46651143),np.float64(-0.6239938452691267),1.090505e+00
np.float32(102972.664),32777.216978,np.float32(0.459587),np.float64(-0.6300796565400015),1.089667e+00
np.float32(102972.67),32777.219465,np.float32(0.4526345),np.float64(-0.6361270109961914),1.088762e+00
np.float32(102972.68),32777.221951,np.float32(0.4456544),np.float64(-0.6421355395383498),1.087790e+00
np.float32(102972.69),32777.224438,np.float32(0.43864706),np.float64(-0.6481048754368635),1.086752e+00
np.float32(102972.695),32777.226925,np.float32(0.43161297),np.float64(-0.6540346543542361),1.085648e+00
np.float32(102972.7),32777.229412,np.float32(0.42455253),np.float64(-0.6599245143673262),1.084477e+00
np.float32(102972.71),32777.231899,np.float32(0.4174662),np.float64(-0.6657740959894358),1.083240e+00
np.float32(102972.72),32777.234385,np.float32(0.41035438),np.float64(-0.6715830421922524),1.081937e+00
np.float32(102972.73),32777.236872,np.float32(0.4032175),np.float64(-0.6773509984276405),1.080568e+00
np.float32(102972.734),32777.239359,np.float32(0.396056),np.float64(-0.6830776126492804),1.079134e+00
np.float32(102972.74),32777.241846,np.float32(0.38887036),np.float64(-0.6887625353341561),1.077633e+00
np.float32(102972.75),32777.244333,np.float32(0.38166094),np.float64(-0.6944054195038881),1.076066e+00
np.float32(102972.76),32777.246819,np.float32(0.37442827),np.float64(-0.7000059207459113),1.074434e+00
